burger king,49.218633,-122.9551616,true
chop n toss,49.2255444,-122.9968024,false
burger king,49.2258643,-122.9969705,true
chef tony dim sum,49.2258877,-122.9975787,false
chronic tacos,49.2253972,-122.9972623,false
thaï express,49.2254547,-122.9975777,false
sulmida dessert cafe,49.2286297,-122.999512,false
koya japan,49.2254008,-122.997067,false
subway,49.2254531,-122.9968869,true
nando's,49.2257668,-122.9968006,false
bubble waffle cafe,49.2257969,-122.9968887,false
manchu wok,49.2258275,-122.9969398,false
vina vietnamese,49.2254863,-122.9976519,false
chachi’s,49.2255226,-122.9977261,false
u-grill,49.2255531,-122.9977931,false
kawawa,49.2273734,-123.0000139,false
kawawa ramen,49.2273299,-122.9999156,false
crêpe de licious,49.2259279,-122.9975146,false
curry express,49.2258084,-122.9977187,false
orange julius,49.2257836,-122.9978073,false
hellcrust pizza,49.2275306,-122.999928,false
togo sushi,49.2257638,-122.9967208,false
opa! of greece,49.2253988,-122.9971646,true
kfc,49.2254197,-122.9969699,true
new york fries,49.2254951,-122.9968289,true
bourbon st. grill,49.2258501,-122.9976493,false
a&w,49.2254058,-122.9973612,false
the american cheese steak co.,49.2274703,-122.9998197,false
jingle bao,49.2916811,-123.1348802,false
yunshang rice noodle,49.2284147,-123.00452,false
neptune chinese kitchen,49.2275482,-122.8370119,false
sashimi sushi,49.2507154,-122.89576,false
canra plus,49.2798847,-123.1068032,false
ryo,49.2799835,-123.1065637,false
india’s flavour,49.2800531,-123.1064691,false
kazoku,49.2800925,-123.1064315,false
the buffet,49.2275278,-122.8372893,false
made to order chip's,49.227688,-122.836293,false
triple os,49.2276361,-122.8402333,false
char 631 steakhouse,49.2419122,-122.8845042,false
jugo juice,49.2504797,-122.895109,false
wok,49.2507778,-122.894579,false
kojo of japan,49.25081,-122.894626,false
chop & toss,49.2505677,-122.894989,false
a&w,49.2508506,-122.8947628,false
fu express,49.2277796,-122.8362961,false
roadies,49.2276126,-122.8362938,false
ihop,49.251496,-122.896669,true
orange julius,49.2507042,-122.896107,false
mcdonald's,49.2808969,-123.1073143,true
taco time,49.2799281,-123.106678,false
abdul's bbq,49.2801333,-123.1063965,false
bubble king,49.2799047,-123.106734,false
tina,49.2799553,-123.1066209,false
thai town,49.2800166,-123.1065184,false
wow thai food,49.2801753,-123.1063639,false
bali thai,49.2802143,-123.1063341,false
giant panda,49.2802598,-123.1063002,false
fraser valley juice,49.2726318,-123.1353692,false
pizza pzazz,49.2726607,-123.135316,false
hanami,49.1960486,-123.177943,false
round table pizza,49.1653656,-122.6614878,true
boston pizza,49.1674933,-122.6674453,true
taco del mar,49.1633833,-122.6594915,false
pizza hut,49.1660159,-122.6635496,true
montana's,49.1672102,-122.6661043,false
the barley merchant,49.168192,-122.6674367,false
green leaf sushi,49.2640395,-123.1801008,false
the cafe,49.1409171,-122.6009339,false
the lower cafe,49.1399686,-122.6001998,false
emperor's kitchen,49.1785496,-123.1287621,false
marine bay restaurant,49.178688,-123.1288073,false
tang vietnamese restaurant & bar,49.1784635,-123.12746,false
mui kee chicken pot,49.1784672,-123.1306647,false
silver tower cafe restaurant,49.178075,-123.1293075,false
claypot hot pot and bbq,49.178515,-123.1318315,false
amigo restaurant,49.17897,-123.1320471,false
max noodle house,49.178971,-123.1323526,false
xiaolongkan hot pot,49.1780926,-123.1318267,false
fat boy kitchen,49.2209906,-123.066042,false
paragon pizza,49.2208148,-123.0656937,false
karakoram restaurant,49.2204323,-123.0656741,false
cactus club cafe,49.0353367,-122.2665468,true
lucky sushi,49.1848929,-122.9493423,false
momo sushi,49.2862529,-123.1276348,false
mali thai food,49.2608368,-123.1007648,false
hello nori,49.2856233,-123.1261012,false
deacon's corner,49.2643451,-123.17572,false
heritage asian eatery,49.262989,-123.1124016,false
dosa hut,49.2189394,-123.0911857,false
boomers sport grill,49.1485272,-122.937111,false
chop steakhouse bar,49.1874358,-123.1107711,false
fresh window cafe,49.2039007,-123.137794,false
richmond ninkazu,49.1872734,-123.128619,false
kanae yakiniku,49.1824408,-123.1338959,false
cardero's,49.2915693,-123.127516,false
shabusen,49.2839339,-123.122349,false
pho super bowl,49.2616646,-122.8909069,false
do chay,49.2742337,-123.123941,false
capo and the spritz,49.2747239,-123.122703,false
grand chinese restaurant,49.2746128,-123.1233641,false
saigon xua,49.2744437,-123.123632,false
tasty indian bistro,49.274335,-123.1237928,false
katsuya,49.2619031,-122.890642,false
hapa izakaya,49.275171,-123.122572,false
living produce aisle,49.2750527,-123.1221518,false
the flying pig,49.2751034,-123.1220829,false
aburi to-go,49.2753478,-123.12063,false
robba da matti,49.2752946,-123.1211862,false
paulies kitchen,49.2751593,-123.1213923,false
sushi maro,49.274839,-123.1218884,false
anton's pasta bar,49.2809073,-123.009823,false
subway,49.0498661,-122.311635,true
a&w,49.0498031,-122.3114531,false
new york fries,49.0496405,-122.3118348,true
opa! of greece,49.0495887,-122.3117934,true
famous wok,49.0498388,-122.3117035,false
ono's of japan,49.0496845,-122.311872,false
freshslice pizza,49.0497721,-122.311822,false
thaï express,49.049844,-122.311536,false
masayoshi,49.2458146,-123.0900087,false
meet on main,49.2467148,-123.1010057,false
meet in gastown,49.2832439,-123.104844,false
chongqing,49.1524881,-122.8900312,false
bob likes thai food,49.2513521,-123.1011962,false
the fish counter,49.2507803,-123.1011735,false
thai by thai,49.1698396,-122.889851,false
tasty indian bistro,49.1542575,-122.8908904,false
krishna's dosa grill,49.1654474,-122.8898095,false
desi junction lounge & restaurant,49.1637058,-122.890913,false
mayuri indian cuisine,49.1485074,-122.8714418,false
chuck e. cheese's,49.11765,-122.668976,true
no. 9 restaurant,49.1754035,-123.1342502,false
haidilao hot pot,49.1707675,-123.135859,false
mui garden,49.2313896,-123.0657674,false
yummy slice pizza,49.2630366,-123.101304,false
fable diner,49.2630437,-123.1016379,false
mucho burrito,49.2540332,-122.7388698,false
mcdonald's,49.2548653,-122.7354267,true
orrange kitchen + bar,49.2578328,-122.745482,false
pho 51,49.2544616,-122.7378912,false
five guys,49.2541361,-122.7388679,false
subway,49.2544572,-122.7380216,true
han sang,49.2580881,-122.745867,false
the bedford house,49.1708897,-122.5768044,false
1827,49.1694304,-122.5790379,false
beatniks bistro,49.1696367,-122.5782942,false
nando's,49.1364128,-122.889114,false
pinch of spice,49.1607342,-122.8911245,false
iron chief,49.1687435,-122.5798414,false
tokyo garden,49.16977,-122.5765302,false
grand honour,49.23414,-123.1399405,false
sockeye city grill,49.1239577,-123.1846411,false
nordel sushi,49.1609291,-122.8877688,false
kfc,49.1614935,-122.8908325,true
taco bell,49.1614786,-122.89107,true
mcdonald's,49.2027477,-122.8795076,true
cactus club cafe,49.1468811,-122.8910518,true
browns social house,49.1330328,-123.0964671,false
earls,49.2638283,-123.1413786,true
mcdonald's,49.2634307,-123.138066,true
the boathouse restaurant,49.274204,-123.153753,false
trafalgars bistro,49.2578148,-123.1650598,false
meat at o'neill's,49.3123989,-123.0778703,false
chipotle,49.3278002,-123.1395422,false
five guys,49.3262061,-123.1361153,false
a&w,49.2137355,-122.9389574,false
sushi mori,49.1152983,-122.6790538,false
creekside grill,49.1437425,-122.7994953,false
trattoria italian restaurant,49.3266192,-123.138036,false
burger king,49.1909246,-122.8908844,true
quiznos,49.1909164,-122.8910492,true
denny's,49.0530329,-122.3170562,true
colleen's cafe,49.1033897,-122.4834866,false
subway,49.3239681,-123.102784,true
chandigarh restaurant and rar,49.0684981,-122.35853,false
church's chicken,49.1709566,-123.181556,true
afghan horsemen restaurant,49.269316,-123.1387834,false
a&w,49.2730334,-123.1003915,false
shaughnessy restaurant,49.2386541,-123.1298219,false
sushi garden,49.2668529,-123.0090851,false
heirloom,49.2609348,-123.1392811,false
ajisai sushi bar,49.2339326,-123.1536982,false
chit chat burger bar,49.2798107,-123.1224898,false
restaurant yugo,49.2475507,-123.1013532,false
subway,49.2332678,-123.101274,true
a&w,49.2739585,-123.0980509,false
white spot triple o's,49.2730825,-123.103976,false
urban sushi,49.283914,-123.115705,false
hot star large fried chicken,49.2838693,-123.115767,false
chinel chicken,49.1441581,-123.1595312,false
mcdonald's,49.1537523,-123.1584726,true
subway,49.1548975,-123.1578804,true
maruwa sushi,49.1329664,-123.098082,false
afgani kabul kebab donair,49.2914507,-123.135128,false
domino's,49.2336486,-123.0361183,true
kung fu noodle,49.2334254,-123.035338,false
dumpling house,49.2355401,-123.0386662,false
kimu japanese cuisine,49.2448912,-123.0241063,false
cravings restaurant and sports bar,49.2055207,-123.1312735,false
white spot,49.2047372,-123.1308338,true
thai son restaurant,49.204456,-123.1393553,false
jasmine flower shanghai cuisine,49.2092228,-123.1402539,false
wang's taiwan beef noodle house,49.210139,-123.1400883,false
panago,49.2111569,-123.140859,true
red star seafood restaurant,49.2110159,-123.1401483,false
bing & noodle world,49.2119199,-123.1406651,false
pizza hut,49.2121488,-123.1409022,true
tai tung,49.2128746,-123.140187,false
sushi king house,49.2116748,-123.1401802,false
sushi wow,49.2116262,-123.1406792,false
sushi bar shu,49.2123453,-123.140658,false
the meat up,49.2132631,-123.1400563,false
snackshot,49.2133718,-123.1400492,false
mirchi,49.2135568,-123.1401448,false
big g large fried chicken,49.1872508,-123.1312392,false
the real chinese restaurant,49.1878704,-123.1304038,false
denny's,49.1881812,-123.111679,true
neptune express,49.1916688,-123.1084828,false
moxie's grill & bar,49.1911367,-123.1142145,false
